mass_A
t,x,v_{x},a_{x}
3.1500000000000004,-0.15381515004097407,-0.013391091014422289,0.025303069848325612
3.2,-0.1549609112049378,-0.01118794152394908,0.11784105799490745
3.25,-0.15493394419336898,0.0027836424377949438,0.3469193355210452
3.3000000000000003,-0.1546825469611583,0.020289651437352084,0.08888787793712542
3.35,-0.15290497904963377,0.018192185153862832,0.21698853685669556
3.4000000000000004,-0.152863328445772,0.030596561873999374,0.48104477698261133
3.45,-0.14984532286223382,0.07516537803822367,0.07717291880824081
3.5,-0.14534679064194966,0.044751825453450425,-0.6018127715793454
3.5500000000000003,-0.14537014031688877,-1.0264895108578056E-4,-0.5244962796477818
3.6,-0.14535705553705824,-9.594267418823441E-4,-0.007245657833604579
3.6500000000000004,-0.14546608299107702,-0.0013472051807723398,0.1435953578151824
3.7,-0.14549177605513547,0.012021839016747584,0.10802556013029253
3.75,-0.14426389908940226,0.01437288147958674,0.1254891264104349
3.8000000000000003,-0.14405448790717681,0.017909808660121377,-0.026014148939024973
3.85,-0.14247291822339012,0.018957435955228093,-0.0017140650416730214
3.9000000000000004,-0.14215874431165398,0.011422849108722155,-0.14730573738674074
3.95,-0.1413306333125179,0.00863786937088822,0.04059932326548364
4.0,-0.14129495737456518,0.011013114588535015,0.07587528228821208
4.05,-0.1402293218536644,0.02042675448584615,-0.00448129493628263
4.1000000000000005,-0.13925228192598055,0.010178023315525588,-0.14580345756937443
4.15,-0.13921151952211183,0.002987564329450278,-0.11563220643401668
4.2,-0.13895352549303552,0.0011463633785876342,-0.026523881162553324
4.25,-0.13909688318425306,-0.0013400338737421748,-0.021791557195514486
4.3,-0.13908752888040973,3.1620992849932487E-6,0.013510992626074423
4.3500000000000005,-0.13909656697432457,-2.4978400775136E-4,-0.006040461240265652
4.4,-0.13911250728118488,-5.598893239657264E-4,9.227156186628401E-4
4.45,-0.13915255590672115,-2.8958798449881944E-4,0.006126462828770556
4.5,-0.13914146607963476,2.3186843666485866E-4,-1.582944373883712E-4
4.55,-0.13912936906305468,-2.9840280030162355E-4,-0.002664795020280571
4.6000000000000005,-0.13917130635966493,-2.714726935613098E-4,-0.0077288418859578975
4.65,-0.1391565163324108,-6.910398460016169E-4,0.003529780866850106
4.7,-0.13924041034426507,-4.560370632535568E-4,0.00909865852649893
4.75,-0.13920212003873614,7.160143619828472E-4,0.0023340688092674342
4.800000000000001,-0.1391688089080668,-2.7670191673995887E-4,-0.006863395502778543
4.8500000000000005,-0.13922979023041016,-3.5599500957362717E-4,0.0020761998297394867
4.9,-0.13920440840902415,3.3678128700921465E-4,
4.95,-0.13919611210170924,,
